x z velocity
6.92 2031.89 1829.38
0.96 2032.12 2076.28
2.66 2031.85 2071.94
15.61 2032.71 2411.98
25.27 2034.06 1718.27
7.75 2034.79 1412.90
7.64 2033.43 1550.25
5.47 2033.94 1416.53
6.14 2033.39 1499.48
3.35 2032.54 1898.84
9.27 2034.11 1729.53
0.55 2031.04 2202.75
1.31 2030.33 2238.28
2.23 2028.60 2296.49
6.89 2033.77 1504.51
2.57 2030.85 2246.58
2.23 2027.51 2299.01
38.50 2036.57 688.86
39.41 2036.82 692.42
22.36 2031.51 2181.35
9.60 2033.14 1976.94
24.24 2034.47 1803.18
30.12 2032.67 1629.36
30.89 2026.61 2102.35
23.26 2032.98 2008.25
32.25 2034.10 1314.32
36.13 2035.89 973.37
28.92 2031.98 1638.87
40.80 2036.94 696.73
39.45 2034.75 1102.61
41.67 2036.90 708.68
22.37 2032.47 2133.32
24.05 2031.19 2112.81
40.19 2036.35 725.52
41.51 2035.10 1029.56
36.87 2033.55 1509.83
44.98 2037.50 541.00
43.39 2036.00 813.46
43.06 2037.96 504.53
47.20 2033.96 1049.89
45.77 2036.74 670.70
27.91 2034.19 1513.64
29.13 2034.67 1505.70
17.76 2028.81 2320.86
14.56 2033.49 2354.23
8.65 2032.23 1872.36
16.73 2033.27 2387.06
30.56 2030.62 1936.12
30.20 2033.86 1467.12
44.35 2034.97 887.43
46.89 2036.98 687.74
27.78 2032.68 1627.64
31.19 2034.50 1395.48
8.97 2031.09 2235.39
13.55 2033.01 2313.40
26.51 2032.09 1696.96
42.36 2030.35 1654.33
29.57 2028.64 2226.87
33.67 2032.89 1513.90
11.50 2032.67 2177.66
3.04 2022.87 2281.64
21.09 2033.83 1894.61
24.88 2030.31 2137.23
45.57 2035.39 878.10
25.35 2032.89 1781.70
39.72 2033.72 1442.47
45.66 2032.36 1344.49
37.96 2032.46 1739.02
0.68 2023.05 2283.11
1.19 2026.75 2297.46
14.39 2030.88 2420.52
47.49 2036.02 770.66
0.43 2028.55 2291.90
5.97 2030.22 2325.57
34.54 2033.65 1503.00
37.13 2034.92 1044.08
29.16 2030.80 1940.22
35.62 2033.08 1531.26
17.70 2032.59 2370.49
24.35 2029.10 2258.92
11.35 2024.88 2276.02
6.91 2030.70 2291.84
32.12 2031.94 1775.65
36.24 2031.08 1995.33
28.57 2029.64 2225.96
34.81 2029.07 2107.09
24.24 2032.30 1894.47
22.72 2030.08 2229.26
18.86 2032.93 2320.50
26.40 2025.75 2168.54
32.59 2033.10 1493.68
35.49 2031.85 1971.24
31.10 2031.72 1749.38
33.80 2031.96 1925.33
34.36 2030.56 2111.53
37.46 2031.21 1967.23
44.33 2029.33 1651.35
41.69 2034.11 1311.31
34.94 2029.99 2064.40
38.05 2030.13 1823.23
33.96 2027.49 2008.24
35.05 2026.01 1968.66
46.49 2028.11 1661.53
41.10 2032.41 1542.68
27.23 2029.45 2229.59
30.83 2029.44 2246.46
28.55 2026.45 2163.28
28.84 2024.99 2072.10
31.90 2028.87 2234.99
34.55 2031.50 1963.83
22.87 2035.44 1458.57
21.49 2035.56 1331.61
6.04 2032.41 1780.05
43.91 2033.70 1309.69
7.77 2032.53 1819.04
5.00 2031.91 1830.75
4.94 2030.91 2352.68
7.23 2027.85 2312.53
9.62 2028.34 2321.58
4.23 2030.31 2311.66
5.61 2029.24 2318.18
