x z velocity
87.05 2032.92 869.83
53.65 2038.46 311.07
52.88 2038.14 321.73
16.71 2040.67 169.81
17.74 2039.94 203.21
15.96 2040.21 188.88
25.14 2038.91 261.53
21.32 2040.47 130.84
21.25 2040.08 172.72
23.28 2040.24 104.47
23.37 2039.80 152.90
22.36 2039.90 144.77
32.42 2038.85 216.45
11.32 2039.50 269.32
17.28 2039.51 216.01
9.29 2041.07 130.75
12.46 2039.12 283.54
11.91 2039.61 267.26
7.64 2041.41 162.07
10.45 2040.06 207.29
25.19 2038.10 651.57
32.64 2038.42 281.71
91.17 2034.26 350.94
88.46 2033.66 374.18
73.28 2035.91 346.85
90.11 2033.81 377.09
87.08 2033.66 199.95
86.12 2033.35 314.83
76.63 2035.50 684.89
78.63 2033.98 622.65
85.26 2032.38 193.74
75.29 2035.57 517.61
104.38 2033.51 342.52
108.77 2033.28 251.88
102.16 2034.38 359.37
101.93 2033.87 325.47
141.37 2031.97 222.69
141.01 2033.35 107.66
135.44 2033.89 179.57
135.33 2033.40 213.45
131.37 2034.94 106.16
131.27 2034.19 162.49
127.85 2034.02 214.25
134.13 2033.57 232.49
113.95 2034.08 221.52
114.08 2032.99 281.94
114.26 2033.66 249.84
112.99 2033.45 247.67
94.92 2032.97 368.26
101.17 2034.33 310.04
94.29 2034.52 280.57
94.19 2033.97 312.65
97.65 2033.35 420.20
72.27 2035.44 395.75
117.80 2033.02 294.49
124.49 2034.80 205.11
123.55 2034.05 258.50
124.67 2034.25 233.38
117.02 2034.59 226.69
116.97 2034.09 238.60
129.11 2033.93 247.57
129.64 2034.71 142.97
125.54 2034.92 195.65
125.20 2034.12 235.97
49.80 2038.19 320.23
46.32 2037.51 277.87
82.45 2033.67 3952.25
84.24 2033.94 3982.46
68.60 2036.27 323.38
87.54 2033.84 302.04
16.92 2040.33 183.81
16.78 2039.81 208.90
19.11 2039.49 257.66
23.86 2039.79 153.84
24.85 2039.83 124.69
24.64 2039.31 251.94
9.23 2040.62 201.36
7.91 2039.64 265.82
8.58 2040.71 193.16
5.64 2041.63 185.12
9.58 2040.38 182.57
30.25 2039.37 213.24
30.43 2038.51 266.38
90.36 2034.26 388.14
86.71 2034.00 125.85
72.61 2034.40 508.72
83.09 2033.54 3942.79
139.35 2032.72 220.99
141.43 2032.64 139.34
140.42 2029.82 871.00
5.93 2040.29 240.00
131.54 2034.55 127.30
130.71 2034.33 166.23
113.45 2032.86 278.80
121.81 2033.49 276.91
10.14 2038.75 547.63
27.97 2038.20 307.04
20.62 2039.62 220.15
24.41 2037.53 831.37
8.88 2040.45 201.83
5.94 2041.30 182.34
8.72 2039.99 271.91
1.36 2041.97 159.78
10.03 2039.58 305.21
6.30 2041.47 180.46
7.30 2041.25 167.47
29.17 2038.59 297.05
34.02 2037.59 509.53
88.00 2034.76 169.46
102.41 2033.54 375.84
4.23 2040.98 212.01
9.04 2039.59 349.53
3.89 2041.63 184.84
8.06 2038.88 535.77
8.76 2038.86 539.75
7.91 2040.70 186.28
7.19 2040.80 195.37
6.63 2041.24 178.20
6.75 2040.77 198.05
140.21 2032.95 145.26
141.45 2033.01 107.86
137.87 2032.82 241.28
140.83 2030.96 425.48
2.99 2042.01 191.39
3.16 2041.34 219.57
5.25 2041.37 187.48
5.30 2040.91 209.86
0.41 2040.86 368.09
6.82 2039.68 258.77
8.23 2040.49 192.46
5.78 2040.86 209.72
7.49 2040.50 191.64
8.29 2040.01 262.32
140.87 2032.19 217.19
140.63 2032.91 140.90
141.76 2032.28 190.78
2.65 2041.71 196.24
3.42 2040.97 222.32
2.57 2040.74 308.06
5.25 2039.15 471.21
1.77 2041.31 217.51
1.33 2041.47 209.48
6.44 2040.24 232.53
7.42 2039.91 257.73
140.93 2032.62 143.12
141.78 2033.13 105.53
2.76 2041.27 221.60
1.98 2040.70 322.34
140.33 2032.11 226.60
7.41 2038.32 539.42
0.22 2042.03 155.70
0.74 2041.32 210.87
140.05 2031.49 392.04
141.61 2031.36 424.84
1.57 2040.12 459.20
0.55 2041.82 156.96
3.04 2040.49 294.23
9.38 2038.25 558.55
12.92 2039.62 223.13
76.98 2034.95 863.06
72.97 2036.28 346.24
103.80 2033.43 343.35
102.53 2032.81 452.41
110.68 2033.22 259.08
111.29 2033.20 262.38
44.22 2037.53 285.46
46.77 2037.90 307.96
31.48 2038.50 256.21
32.37 2037.82 434.70
39.93 2037.97 222.55
40.86 2037.92 244.13
76.16 2035.02 946.08
82.59 2034.71 4000.00
56.34 2037.71 405.26
60.40 2036.89 1148.88
77.25 2035.33 633.42
75.90 2034.33 747.88
100.35 2033.87 334.03
101.40 2033.82 320.83
48.38 2037.65 314.55
47.28 2037.90 312.07
83.45 2034.12 3999.84
76.96 2035.63 671.20
17.48 2038.84 337.26
21.57 2039.81 179.45
14.68 2039.67 217.06
16.28 2039.73 208.01
107.21 2033.21 359.70
106.00 2032.79 497.70
38.42 2037.39 464.93
59.10 2037.00 574.84
32.83 2037.34 536.22
52.31 2032.61 878.65
63.65 2036.07 505.04
138.20 2032.21 292.72
51.64 2037.18 315.84
83.98 2034.69 4000.00
77.13 2034.44 630.11
74.49 2033.97 656.27
52.86 2037.05 354.58
48.92 2037.56 334.12
22.54 2039.34 234.10
24.11 2039.27 268.29
85.29 2033.17 454.30
70.61 2035.58 359.84
100.84 2033.42 321.98
109.68 2032.62 445.32
131.64 2032.62 379.92
138.50 2030.77 470.05
80.29 2035.17 1370.62
99.10 2032.92 514.94
61.09 2035.01 1036.68
53.66 2035.77 442.62
119.70 2034.34 245.67
120.29 2034.19 253.28
120.64 2033.62 281.27
131.09 2029.58 973.76
128.87 2033.37 332.98
132.24 2032.96 349.72
96.98 2033.64 413.17
21.87 2038.10 660.31
81.32 2034.81 3999.99
84.62 2032.18 194.69
20.13 2039.57 217.34
19.38 2039.03 291.98
130.22 2033.90 215.57
132.09 2033.61 253.22
4.44 2040.43 240.67
5.02 2040.43 237.99
6.65 2038.85 514.97
15.80 2039.23 227.09
0.77 2040.24 478.21
2.58 2038.97 624.90
12.40 2038.21 790.30
13.47 2039.67 223.14
10.89 2038.64 549.37
15.24 2039.64 216.34
79.48 2034.25 308.76
79.87 2034.42 284.03
78.71 2034.51 278.33
89.03 2033.43 373.34
104.78 2033.11 371.58
111.62 2032.63 320.28
103.91 2032.00 613.53
108.48 2031.91 934.98
109.35 2033.26 257.81
112.20 2032.72 321.30
108.28 2032.79 323.26
112.75 2030.76 545.08
36.94 2037.39 534.69
50.62 2037.65 293.27
44.87 2037.22 304.83
57.34 2036.37 516.24
38.05 2037.95 303.82
39.10 2037.41 447.93
83.67 2034.93 4000.00
60.05 2036.32 784.49
58.26 2037.62 503.16
58.47 2037.05 550.24
52.56 2037.67 331.32
53.43 2037.06 364.99
72.11 2034.89 436.11
23.54 2038.03 690.49
98.72 2034.08 335.21
99.79 2032.12 605.44
49.40 2037.09 335.79
54.27 2037.57 360.71
45.38 2036.39 542.22
54.45 2036.90 411.32
110.83 2031.69 589.55
81.84 2033.27 3896.11
15.98 2038.30 500.64
23.57 2038.85 261.70
11.43 2037.84 774.56
19.73 2038.15 396.87
107.81 2033.21 326.45
104.74 2032.32 626.62
106.80 2031.70 599.70
111.46 2031.75 546.08
31.72 2037.82 435.89
33.39 2037.75 514.93
77.71 2034.36 605.44
32.75 2036.43 1064.91
51.91 2036.54 349.55
53.89 2036.56 405.01
22.02 2038.93 313.03
30.18 2037.95 388.38
121.76 2032.87 376.52
90.40 2033.17 308.74
116.10 2033.08 268.34
121.33 2033.87 277.99
125.53 2034.51 225.29
125.55 2033.46 269.64
86.49 2032.78 611.19
77.93 2035.22 372.57
19.90 2039.09 290.99
20.96 2039.14 298.64
130.46 2033.18 311.23
131.15 2033.13 310.76
3.22 2039.81 378.79
5.43 2039.92 250.87
4.40 2038.96 471.41
4.01 2039.74 356.16
30.50 2037.20 573.67
31.28 2037.12 587.65
89.26 2032.74 272.45
84.40 2033.44 962.04
83.29 2034.65 4000.00
39.52 2036.67 657.78
46.31 2036.65 563.78
58.19 2036.32 543.38
118.75 2033.03 296.75
122.97 2033.63 265.48
124.18 2033.70 256.89
130.52 2031.58 624.23
52.52 2036.47 344.95
18.64 2038.25 395.27
78.01 2034.80 306.59
73.84 2034.68 564.48
19.24 2038.45 390.34
20.14 2038.59 362.81
20.70 2038.59 365.79
21.07 2037.91 607.40
128.15 2033.39 334.50
133.41 2033.42 237.53
36.29 2037.75 603.93
107.71 2029.99 1332.02
138.94 2032.21 293.35
110.37 2032.59 425.88
47.24 2036.46 591.74
81.93 2034.46 4000.00
18.22 2038.79 336.45
19.83 2037.56 659.64
129.95 2032.44 427.99
133.23 2031.87 439.42
65.88 2035.60 433.42
112.53 2032.16 389.03
106.74 2032.63 462.08
59.32 2036.44 733.94
113.19 2032.19 381.77
103.37 2032.71 462.54
105.40 2032.08 607.79
51.95 2037.73 320.83
50.97 2037.10 320.37
18.49 2037.35 671.13
22.48 2036.38 1244.06
60.17 2035.39 902.87
78.07 2033.83 630.05
81.30 2033.82 3891.34
79.36 2032.98 1080.40
72.87 2032.58 563.92
78.42 2031.22 473.30
76.48 2033.89 739.45
82.37 2031.66 136.34
89.56 2031.37 730.21
101.68 2032.02 566.79
83.42 2032.87 647.41
83.19 2031.90 147.81
37.73 2034.66 863.73
31.84 2036.19 1057.25
112.06 2031.43 515.38
116.95 2032.45 299.91
52.87 2035.69 423.17
68.75 2034.19 582.08
58.75 2035.91 623.82
59.19 2035.11 821.83
49.47 2036.34 478.17
50.30 2035.98 438.59
77.82 2033.07 799.51
91.05 2031.58 637.29
109.30 2031.77 910.58
108.68 2027.79 2130.39
50.85 2036.37 402.57
51.48 2036.04 389.01
52.39 2035.12 439.35
54.47 2035.04 514.89
47.73 2035.47 679.42
52.37 2034.34 697.52
50.38 2035.00 511.13
51.62 2035.40 449.65
119.53 2032.28 348.41
123.64 2032.21 407.36
7.38 2037.38 1183.78
20.61 2037.32 672.17
100.73 2032.45 592.53
110.10 2031.09 812.16
13.21 2037.58 833.10
17.53 2037.09 672.32
113.61 2031.30 494.18
125.60 2031.87 598.41
6.14 2034.36 1475.92
10.02 2036.34 1225.69
1.77 2039.16 648.00
5.83 2038.50 538.14
122.88 2032.61 383.46
131.50 2031.82 614.28
84.37 2030.45 761.15
88.07 2032.00 600.42
37.34 2036.62 923.30
40.29 2036.81 649.21
35.78 2035.61 747.23
42.98 2036.52 465.17
20.60 2036.43 1166.96
28.24 2037.25 613.74
93.28 2033.23 359.64
93.60 2032.45 571.29
107.71 2031.25 578.25
129.37 2025.51 1464.07
95.87 2032.75 395.42
102.07 2030.92 1011.06
16.94 2038.05 484.68
19.18 2036.95 702.45
68.11 2035.17 468.73
68.74 2034.90 463.36
29.45 2037.95 389.30
29.11 2037.15 585.70
52.96 2033.55 874.21
69.46 2034.01 581.48
